listing_id,title,make,model,description,manufactured,original_reg_date,reg_date,type_of_vehicle,category,transmission,curb_weight,power,fuel_type,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,opc_scheme,lifespan,eco_category,features,accessories,indicative_price,price
1304316,3377,49,14,16147,2021.0,57,4323,8,119,0,1809.0,143.0,0,2488.0,1.0,21420.0,116577,1786.0,120325.0,25000.0,24462.0,26247.0,2,1391,0,5604,8829,,198000.0
1237359,3537,51,135,13520,2013.0,57,2067,6,119,0,1555.0,265.0,0,1991.0,6.0,15850.0,67290,1202.0,30875.0,108888.0,49609.0,61453.0,2,1391,0,10772,16007,,63888.0
1318126,270,4,579,13588,2018.0,57,3219,8,119,0,1795.0,185.0,0,1984.0,3.0,20720.0,31302,1194.0,51800.0,84000.0,45200.0,55280.0,2,1391,0,7906,2742,,114399.0
1330548,5045,62,79,2489,2023.0,57,4437,8,148,0,1430.0,96.0,0,1199.0,1.0,16490.0,97000,508.0,106882.0,14117.0,33602.0,39043.0,2,1391,0,6006,2062,,165998.0
1264240,824,8,84,4173,2011.0,57,1488,2,10,0,1650.0,150.0,0,2497.0,4.0,13380.0,53932,2335.0,37797.0,168000.0,43540.0,43540.0,2,1391,0,5663,7195,,93800.0
1286204,2452,36,776,18864,2015.0,57,2497,2,157,0,1585.0,147.0,0,1999.0,4.0,17650.0,46502,1212.0,39495.0,84000.0,46218.0,56706.0,2,1391,0,5978,8686,,59888.0
1308640,3118,53,235,19444,2012.0,57,1737,6,31,0,1335.0,135.0,0,1598.0,6.0,10970.0,47765,890.0,35647.0,109800.0,29081.0,29081.0,2,1391,0,12526,12785,,81888.0
1300437,3966,88,157,413,2021.0,57,3996,2,187,0,1700.0,155.0,4,1991.0,1.0,24880.0,57700,1202.0,88288.0,73000.0,50518.0,62933.0,2,1391,0,10040,2211,,213800.0
1320326,2177,88,746,1267,2015.0,57,2518,8,189,0,1190.0,96.0,0,1496.0,1.0,14480.0,46009,682.0,13205.0,83185.0,19753.0,9753.0,2,1391,0,1295,9628,,29555.0
1283743,3164,47,392,7808,2010.0,57,1379,6,31,0,2055.0,323.0,0,4691.0,4.0,21090.0,39463,7042.0,22229.0,100000.0,137150.0,137150.0,2,1391,0,7218,5573,,118800.0
1317300,4897,58,584,7208,2015.0,57,2319,8,119,0,1379.0,106.0,0,1997.0,4.0,13260.0,65501,1210.0,17922.0,84000.0,20017.0,20024.0,2,1391,0,5787,1062,,24000.0
1262355,3501,51,129,9344,2016.0,57,2796,1,185,0,1395.0,90.0,0,1595.0,3.0,22960.0,49430,740.0,26342.0,84000.0,23830.0,20362.0,2,1391,0,13639,4590,,75800.0
1316046,4339,51,624,10105,2016.0,57,2587,2,119,0,1940.0,200.0,0,2996.0,1.0,26110.0,56000,2382.0,91698.0,148000.0,89948.0,133907.0,2,1391,0,7992,3823,,119888.0
1304621,6612,88,742,17870,2018.0,57,3401,4,185,0,1960.0,134.0,0,2493.0,2.0,29560.0,35906,1792.0,61713.0,60000.0,47296.0,58215.0,2,1391,0,15834,13604,,177700.0
1283669,1809,29,220,15671,2017.0,57,3061,1,185,0,1322.0,127.0,0,1498.0,1.0,18680.0,39001,684.0,36916.0,70000.0,30007.0,34010.0,2,1391,0,12433,9373,,87999.0
1249093,4378,51,157,10518,2020.0,57,3873,2,178,0,2065.0,336.0,4,2999.0,4.0,60920.0,61190,2384.0,164131.0,84000.0,105915.0,162647.0,2,1391,0,11795,2183,,500888.0
1272677,1125,8,763,17568,2022.0,57,4136,8,185,0,1435.0,100.0,0,1499.0,1.0,19710.0,95801,684.0,111028.0,21740.0,39563.0,47389.0,2,1391,0,8596,2040,,179000.0
1294334,1454,21,102,4293,2018.0,57,3290,8,119,0,1425.0,165.0,0,1598.0,3.0,18510.0,32200,742.0,49284.0,108751.0,40871.0,49220.0,2,1391,0,2385,3466,,109888.0
1300999,4022,51,289,4453,2013.0,57,1905,2,20,0,1650.0,150.0,0,1796.0,1.0,17310.0,58628,1071.0,47288.0,53600.0,52210.0,65978.0,2,1391,0,15396,3237,,69800.0
1301311,778,8,83,16194,1990.0,57,106,2,18,1,1480.0,111.0,0,1991.0,6.0,16550.0,31933,1107.0,15048.0,84000.0,43524.0,65286.0,2,1391,0,7866,16082,,78000.0
1326140,5510,69,371,6027,2022.0,57,4308,2,231,0,2605.0,420.0,0,6749.0,1.0,152590.0,108003,8250.0,848185.0,400.0,488960.0,1015710.0,2,1391,0,13284,1450,,1790000.0
1304659,2664,39,690,16034,2018.0,57,3109,2,185,0,1780.0,272.0,0,3342.0,1.0,25660.0,37010,2920.0,47111.0,82688.0,41339.0,49875.0,2,1391,0,13139,11915,,126800.0
1295764,6648,88,748,12,2009.0,57,1042,3,59,0,1095.0,80.0,0,1497.0,6.0,11250.0,27886,1026.0,13836.0,84000.0,12717.0,12717.0,2,1391,0,15247,9665,,55800.0
1280774,1667,29,141,3683,2007.0,57,812,6,36,1,1390.0,162.0,0,1998.0,3.0,20430.0,33377,1815.0,14338.0,187000.0,25483.0,25483.0,2,1391,0,9187,7716,,87800.0
1320778,6766,88,791,7360,2022.0,57,4398,8,187,0,1160.0,85.0,4,1490.0,1.0,15180.0,88007,680.0,74156.0,33580.0,18675.0,5000.0,2,1391,0,11532,8857,,135800.0
1245449,242,4,577,4030,2014.0,57,2092,8,119,0,1630.0,125.0,0,1984.0,1.0,15850.0,65002,1194.0,20322.0,84000.0,33576.0,39007.0,2,1391,0,13977,445,,25700.0
1257129,5486,69,250,10142,2023.0,57,4392,8,180,0,2785.0,441.0,0,6749.0,1.0,169130.0,105002,8250.0,822474.0,7300.0,475562.0,986237.0,2,1391,0,12042,14290,,2000000.0
1331378,5911,88,152,12,2016.0,57,2845,4,157,0,1980.0,134.0,0,2493.0,3.0,34140.0,50526,1792.0,40797.0,84000.0,37308.0,44232.0,2,1391,0,5643,9365,,118444.0
1300301,4665,54,464,11940,2016.0,57,2540,3,235,0,1284.0,86.0,0,1590.0,4.0,15000.0,47300,738.0,16640.0,101000.0,13572.0,13572.0,2,1391,0,10795,12452,,35888.0
1286833,338,4,609,19643,2019.0,198,4074,6,90,0,2140.0,453.0,4,3996.0,1.0,15850.0,77700,1107.0,28968.0,84000.0,61993.0,83588.0,2,1391,0,11047,3319,,377800.0
1281933,515,8,24,14017,2017.0,57,2918,4,119,0,1480.0,75.0,0,1499.0,1.0,15950.0,36001,684.0,32018.0,99900.0,27881.0,31034.0,2,1391,0,7638,10487,,68000.0
1311950,241,4,577,143,2021.0,57,3905,8,119,0,1545.0,110.0,0,1395.0,1.0,19450.0,60109,624.0,64567.0,49000.0,27589.0,30625.0,2,1391,0,9066,8730,,149888.0
1323596,7206,93,733,2399,2015.0,57,2284,1,119,0,1427.0,84.0,0,1560.0,1.0,15870.0,66000,1144.0,10576.0,151523.0,23684.0,10158.0,2,1391,0,16578,2040,,18300.0
1323806,3663,51,191,16041,2022.0,57,4358,2,187,0,1550.0,140.0,4,1496.0,1.0,22100.0,115501,682.0,127587.0,16398.0,39225.0,46915.0,2,1391,0,1159,144,,213800.0
1319861,1961,29,350,12,2008.0,57,774,4,36,0,1280.0,87.0,0,1496.0,4.0,13030.0,34197,1023.0,13876.0,180000.0,16847.0,16847.0,2,1391,0,1451,10769,,52888.0
1322467,1717,29,220,19157,2018.0,57,3109,3,235,0,1324.0,127.0,0,1498.0,1.0,16920.0,38600,684.0,32901.0,66000.0,25692.0,27969.0,2,1391,0,1644,15757,,78500.0
1331860,1909,29,340,8545,2017.0,57,3102,1,119,0,1030.0,73.0,0,1317.0,2.0,14380.0,38001,578.0,18326.0,87554.0,16411.0,6411.0,2,1391,0,5843,8110,,56800.0
1305272,4544,54,204,3265,2018.0,57,3353,9,0,0,2360.0,111.0,0,2998.0,1.0,13820.0,12940,1107.0,6264.0,84000.0,35721.0,1787.0,2,870,0,16527,7597,,66899.0
1326455,5741,83,786,4990,2015.0,57,2377,8,180,0,1480.0,84.0,0,1600.0,3.0,11430.0,61300,744.0,17453.0,78900.0,18541.0,18541.0,2,1391,0,3740,10324,,22800.0
1302241,3810,51,221,2619,2016.0,57,2591,2,119,0,1430.0,90.0,0,1595.0,1.0,17890.0,47020,740.0,24951.0,84000.0,27088.0,24924.0,2,1391,0,9672,14987,,50500.0
1320691,6384,88,408,7602,2015.0,57,2448,0,241,0,2140.0,111.0,0,2982.0,3.0,27360.0,42036,1107.0,6115.0,84000.0,39789.0,1990.0,2,425,0,16527,2040,,39800.0
1313355,1005,8,153,8596,2013.0,57,2522,6,166,0,1610.0,301.0,0,2979.0,4.0,40580.0,47510,2362.0,77138.0,68000.0,84887.0,124797.0,2,1391,0,16128,2040,,135000.0
1328969,1040,8,486,10095,2010.0,57,1302,6,18,0,1675.0,309.0,0,3999.0,6.0,24970.0,32914,5527.0,19748.0,215800.0,82960.0,82960.0,2,1391,0,16134,8010,,149800.0
1281160,5482,69,250,5793,2022.0,57,4342,8,231,0,2690.0,420.0,0,6749.0,1.0,229410.0,108051,8250.0,694402.0,948.0,391069.0,800352.0,2,1391,0,9214,12554,,2398888.0
1202078,1196,8,770,14749,2019.0,57,3548,8,119,0,2153.0,250.0,0,2998.0,2.0,36000.0,40101,2384.0,110520.0,58000.0,80981.0,117766.0,2,1391,0,8412,14332,,258800.0
1218602,5910,88,152,18668,2021.0,57,3928,4,194,0,2030.0,134.0,0,2493.0,2.0,33330.0,56100,1792.0,90665.0,43000.0,53284.0,67912.0,2,1391,0,13823,4773,,270000.0
1280176,356,4,627,12,2009.0,57,1122,6,39,0,1685.0,245.0,0,2995.0,6.0,17630.0,37502,3570.0,20189.0,131000.0,64090.0,64090.0,2,1391,0,16055,4794,,94888.0
1298646,4249,51,157,18159,2023.0,57,4621,8,131,0,1925.0,207.0,4,1999.0,1.0,28040.0,102001,1212.0,180229.0,74.0,68007.0,106018.0,2,1391,0,16356,11498,,329888.0
1229447,668,8,56,13243,2008.0,97,945,6,70,0,1760.0,218.0,0,2996.0,4.0,13670.0,33018,3573.0,15840.0,141000.0,38168.0,38168.0,2,1391,0,16106,2040,,65800.0
1320970,5770,85,697,4670,2009.0,57,986,3,10,0,1205.0,75.0,0,1586.0,2.0,8870.0,26175,1104.0,12356.0,84000.0,14129.0,14129.0,2,1391,0,7823,1554,,41888.0
1279400,2663,39,690,17825,2017.0,57,3136,2,180,0,1780.0,272.0,0,3342.0,2.0,25130.0,33900,2920.0,49949.0,58600.0,42646.0,51705.0,2,1391,0,6399,11775,,127800.0
1275923,4989,59,244,12,2018.0,57,3082,8,185,0,1203.0,81.0,0,1199.0,3.0,11640.0,38039,508.0,28772.0,84000.0,21172.0,21641.0,2,1391,0,16427,2040,,55800.0
1306579,3423,50,8,12610,2013.0,57,1889,6,54,0,1549.0,460.0,0,3798.0,6.0,50450.0,109948,3997.0,97628.0,84000.0,288033.0,288033.0,2,1391,0,15512,11459,,448000.0
1302500,237,4,576,19587,2018.0,57,3113,8,148,0,1315.0,85.0,0,999.0,4.0,16680.0,36426,392.0,34091.0,85017.0,27231.0,30124.0,2,1391,0,156,8871,,81500.0
1283607,5678,83,430,11697,2009.0,57,1138,3,36,0,1360.0,110.0,0,1994.0,6.0,10470.0,39463,1809.0,22186.0,161000.0,18063.0,18063.0,2,1391,0,16483,2040,,58888.0
1320937,611,8,50,3448,2010.0,57,1176,2,10,0,1390.0,100.0,0,1995.0,6.0,11130.0,39313,1812.0,21197.0,180000.0,30338.0,30338.0,2,1391,0,16102,2040,,60000.0
1316669,1585,24,346,13398,2016.0,57,2738,7,185,0,1345.0,92.0,0,999.0,3.0,13000.0,48401,392.0,20899.0,84000.0,19698.0,14698.0,2,1391,0,165,9836,,39800.0
1299304,6976,92,442,6893,2010.0,57,1306,3,10,0,1329.0,90.0,0,1390.0,4.0,13020.0,16570,868.0,4276.0,84000.0,20533.0,20533.0,2,1391,0,849,14171,,16800.0
1330413,5457,68,393,18017,2019.0,57,3378,4,185,0,1540.0,81.0,0,1461.0,2.0,13090.0,29159,1048.0,26136.0,98896.0,25440.0,17616.0,2,1391,0,1251,1769,,70800.0
1317649,4443,51,750,14889,2017.0,57,3093,10,0,0,1800.0,111.0,0,2143.0,2.0,13260.0,28114,1107.0,10768.0,84000.0,37761.0,1889.0,2,1391,0,16366,11,,50800.0
1327619,6700,88,757,1779,2017.0,57,2933,4,185,0,1355.0,105.0,0,1798.0,1.0,15090.0,49189,976.0,28563.0,85501.0,19955.0,19955.0,2,1391,0,3347,15419,,57800.0
1295485,3080,53,235,9258,2010.0,57,1351,6,36,0,1155.0,135.0,0,1598.0,6.0,16140.0,35200,1039.0,22460.0,190000.0,29831.0,29831.0,2,1391,0,12522,7986,,103000.0
1328716,1929,88,340,6958,2008.0,57,823,1,39,0,1010.0,73.0,0,1339.0,4.0,11160.0,29670,885.0,12445.0,150000.0,11446.0,4901.0,2,1391,0,523,10407,,46800.0
1323925,7238,93,774,12825,2010.0,57,1400,8,10,0,1760.0,177.0,0,1999.0,5.0,12510.0,34935,1697.0,21449.0,84000.0,41951.0,41951.0,2,1391,0,12710,952,,76800.0
1287603,6515,88,599,15282,2021.0,57,4134,8,187,0,1620.0,160.0,4,2487.0,1.0,20650.0,98389,1784.0,97305.0,25000.0,35343.0,26481.0,2,1391,0,5533,9822,,175800.0
1327357,6889,92,388,17270,2009.0,57,1120,6,36,0,1339.0,155.0,0,1984.0,6.0,15000.0,39463,1791.0,21256.0,84000.0,31845.0,31845.0,2,1391,0,9017,11571,,80800.0
1329094,5967,88,203,14577,2006.0,57,405,2,18,0,1530.0,108.0,0,1998.0,4.0,12030.0,46048,1815.0,8036.0,234000.0,28129.0,30942.0,2,1391,0,4752,11383,,21000.0
1324545,973,8,108,10452,2011.0,57,1653,2,36,0,1855.0,190.0,0,2996.0,4.0,11430.0,47316,3097.0,31799.0,84000.0,72015.0,72015.0,2,1391,0,15563,7224,,76800.0
1329840,4456,54,167,12520,2021.0,57,3934,3,184,0,945.0,59.0,0,1193.0,1.0,12530.0,41001,506.0,31990.0,21000.0,14607.0,5000.0,2,1391,0,9465,11723,,88800.0
1269324,1839,29,220,4986,2008.0,57,678,6,10,1,1270.0,165.0,0,1998.0,6.0,24940.0,40881,1815.0,15692.0,84000.0,27440.0,27440.0,2,1391,0,16192,16016,,95800.0
1322060,2149,29,692,12,2007.0,57,537,4,36,0,1385.0,103.0,0,1799.0,1.0,10760.0,50972,1467.0,15543.0,84000.0,20528.0,22581.0,2,1391,0,16215,2040,,32800.0
1320641,6360,88,408,6178,2019.0,57,3589,10,241,1,1700.0,111.0,0,2982.0,2.0,12580.0,25001,1107.0,13877.0,84000.0,28138.0,1407.0,2,958,0,16527,2408,,69800.0
1307297,2453,36,776,7636,2017.0,57,3274,2,119,0,1679.0,147.0,0,1998.0,1.0,15450.0,31001,1210.0,44583.0,71500.0,36829.0,43561.0,2,1391,0,3895,9191,,92000.0
1326189,2880,44,436,4726,2006.0,57,349,2,10,0,1625.0,153.0,0,2500.0,5.0,13970.0,47450,2700.0,8086.0,84000.0,35838.0,39422.0,2,1391,0,16277,877,,23800.0
1319971,3932,51,284,9242,2016.0,57,2620,2,235,0,1605.0,135.0,0,1991.0,2.0,23580.0,57903,1202.0,51484.0,84000.0,52106.0,65791.0,2,1391,0,4048,2116,,81800.0
1299290,4539,54,204,806,2013.0,57,1971,9,36,0,2300.0,111.0,0,2998.0,2.0,10470.0,38584,1107.0,35244.0,84000.0,27499.0,1375.0,2,207,0,16527,2040,,47800.0
1270944,2904,44,436,3668,2010.0,57,1176,2,18,0,1625.0,153.0,0,2500.0,4.0,29140.0,19657,2700.0,2143.0,84000.0,39451.0,39451.0,2,1391,0,16277,2040,,15888.0
1306674,869,8,88,12,2017.0,57,2846,2,119,0,1540.0,185.0,0,1998.0,2.0,24230.0,54406,1210.0,56975.0,108000.0,50111.0,62200.0,2,1391,0,16119,1568,,104800.0
1268639,5786,85,675,12890,2023.0,57,4562,10,6,0,900.0,111.0,3,658.0,1.0,8910.0,73889,1107.0,71136.0,84000.0,15218.0,761.0,2,1362,0,16500,2040,,85800.0
1320507,498,8,9,19548,2007.0,57,723,6,36,1,1485.0,225.0,0,2979.0,6.0,24580.0,37906,3543.0,14622.0,84000.0,43817.0,43817.0,2,1391,0,10610,631,,94800.0
1320242,1437,14,264,510,2013.0,57,2080,10,39,0,1740.0,111.0,0,1997.0,1.0,9930.0,34875,1107.0,34263.0,100750.0,28116.0,1406.0,2,273,0,16527,2040,,48800.0
1329814,7231,93,773,2214,2019.0,57,3450,8,185,0,1695.0,140.0,0,1969.0,1.0,20300.0,38602,1176.0,41179.0,68500.0,28071.0,31300.0,2,1391,0,4472,3985,,116999.0
1283326,6443,88,536,8608,2018.0,57,3324,4,187,0,1610.0,100.0,4,1797.0,2.0,21440.0,33689,974.0,35682.0,94000.0,32999.0,28199.0,2,1391,0,3233,10248,,115800.0
1317084,3932,51,284,1095,2019.0,57,3531,2,119,0,1640.0,145.0,0,1991.0,1.0,23530.0,40009,1202.0,73066.0,50000.0,53658.0,68585.0,2,1391,0,11253,14700,,161500.0
1330624,3355,49,14,11328,2016.0,57,2560,4,189,0,1664.0,111.0,0,1998.0,1.0,15400.0,55100,1210.0,22135.0,78065.0,21600.0,22240.0,2,1391,0,4870,9530,,38800.0
1289789,2409,34,535,13239,2023.0,57,4601,9,6,1,2400.0,111.0,0,2999.0,1.0,12850.0,60988,1107.0,59685.0,84000.0,28441.0,1423.0,2,1391,0,16527,2040,,125800.0
1331647,7253,93,775,8233,2017.0,57,2940,8,189,0,2037.0,187.0,0,1969.0,4.0,25530.0,49996,1176.0,65890.0,61829.0,58408.0,77135.0,2,1391,0,8886,2042,,119000.0
1286164,6991,92,442,3729,2015.0,57,2320,3,185,0,1417.0,90.0,0,1390.0,2.0,14140.0,56209,620.0,17058.0,102500.0,19366.0,19366.0,2,1391,0,7814,16434,,25800.0
1315153,4889,58,584,18986,2016.0,57,2636,8,119,0,1285.0,85.0,0,1197.0,2.0,12580.0,50000,508.0,19241.0,93083.0,18689.0,13689.0,2,1391,0,15345,7090,,34600.0
1308160,237,4,576,5061,2018.0,57,3239,8,119,0,1315.0,85.0,0,999.0,3.0,15660.0,28199,392.0,30076.0,100068.0,23688.0,25164.0,2,1391,0,171,9788,,81800.0
1310254,4889,88,584,12,2015.0,57,2381,8,185,0,1285.0,85.0,0,1197.0,3.0,11720.0,57089,508.0,14728.0,84000.0,18413.0,13413.0,2,1391,0,14671,13759,,21800.0
1324828,6154,88,273,672,2017.0,57,2969,9,241,1,1760.0,111.0,0,2982.0,1.0,15390.0,37953,1107.0,12530.0,84000.0,27084.0,1355.0,2,689,0,16518,2040,,50800.0
1273486,606,8,50,12,2010.0,57,1262,2,39,0,1390.0,100.0,0,1995.0,1.0,11840.0,33568,1691.0,20555.0,96000.0,27663.0,27663.0,2,1391,0,15046,2067,,72500.0
1311187,7134,92,713,5161,2018.0,57,3274,8,119,0,1498.0,110.0,0,1395.0,4.0,16840.0,30851,624.0,38754.0,64000.0,31230.0,35722.0,2,1391,0,892,13239,,93000.0
1263615,2376,32,588,12916,2019.0,57,3476,8,185,0,2815.0,298.0,0,5552.0,6.0,27260.0,39889,6378.0,97144.0,62500.0,71874.0,101374.0,2,1391,0,7355,6572,,195000.0
1304824,6521,88,594,15314,2022.0,57,4169,8,185,0,970.0,64.0,0,1196.0,2.0,15930.0,73801,506.0,62811.0,28000.0,17893.0,5000.0,2,1391,0,7791,10055,,129999.0
1291387,1419,14,196,19665,2022.0,57,4288,8,185,0,1263.0,96.0,0,1199.0,1.0,13710.0,90589,508.0,80565.0,19000.0,18175.0,5000.0,2,1391,0,10986,2588,,118800.0
1131221,14,1,11,422,1971.0,23,18,6,27,0,1480.0,111.0,0,1779.0,6.0,22510.0,33568,1107.0,20582.0,84000.0,28480.0,25241.0,2,1391,0,11446,16030,,138000.0
1325554,4862,58,543,1411,2020.0,57,3769,10,0,0,1700.0,111.0,3,1998.0,1.0,9430.0,30334,1107.0,19239.0,84833.0,25720.0,1286.0,2,1042,0,7946,14053,,59800.0
1332124,2520,39,215,12,2018.0,57,3294,3,189,0,1287.0,93.0,0,1591.0,1.0,14240.0,23568,738.0,23024.0,29000.0,18049.0,18049.0,2,1391,0,16248,2040,,71800.0
1316683,3740,51,157,1663,2016.0,57,2721,6,119,0,1505.0,135.0,0,1991.0,1.0,23560.0,46229,1202.0,44870.0,116000.0,45335.0,55469.0,2,1391,0,12797,5059,,86800.0
1304466,2884,44,436,12471,2007.0,57,520,2,18,0,1625.0,153.0,0,2500.0,6.0,12200.0,52473,2700.0,16346.0,84000.0,36637.0,40301.0,2,1391,0,16277,2040,,38000.0
1285136,6305,88,406,19447,2015.0,57,2388,8,185,0,1580.0,111.0,0,1986.0,2.0,19010.0,61300,1196.0,21584.0,117000.0,26490.0,24086.0,2,1391,0,15076,14552,,38500.0
1251505,1115,8,763,15095,2017.0,57,3016,8,119,0,1430.0,103.0,0,1499.0,3.0,18650.0,47390,684.0,41263.0,102000.0,33003.0,38205.0,2,1391,0,8386,12247,,86800.0
1317753,3712,51,191,12,2011.0,57,1690,2,10,0,1500.0,115.0,0,1597.0,4.0,11640.0,59179,965.0,45657.0,126000.0,32381.0,32381.0,2,1391,0,16321,2040,,89822.0
1332393,5566,80,294,6971,2022.0,57,4442,10,244,0,1400.0,111.0,2,1797.0,2.0,8740.0,46931,1107.0,37545.0,101.0,32681.0,1635.0,2,1309,0,8716,13352,,77800.0
1332149,4095,51,289,17185,2015.0,57,2518,2,119,0,1680.0,155.0,0,1991.0,2.0,17950.0,47604,1202.0,45244.0,118000.0,53339.0,68011.0,2,1391,0,4198,6932,,63555.0
1315730,1894,29,245,6409,2007.0,57,810,8,36,0,1410.0,103.0,0,1799.0,6.0,12590.0,32279,1467.0,13796.0,186553.0,16902.0,16902.0,2,1391,0,16196,2040,,53800.0
1241478,5650,83,347,578,2017.0,57,2993,8,119,0,1591.0,110.0,0,1995.0,1.0,14750.0,57414,1208.0,28920.0,77000.0,13251.0,13251.0,2,1391,0,12743,8430,,58800.0
1295276,1056,8,486,7680,2015.0,57,2451,6,119,0,1560.0,317.0,0,2979.0,3.0,70470.0,50089,2362.0,63684.0,99999.0,71677.0,101019.0,2,1391,0,6181,2520,,164800.0
1307140,5676,83,430,14676,2015.0,57,2253,3,119,0,1415.0,84.0,0,1600.0,3.0,11500.0,67749,744.0,11695.0,134000.0,11623.0,11623.0,2,1391,0,16483,2040,,15800.0
1319375,549,8,35,8235,2016.0,57,2782,6,189,0,1425.0,185.0,0,1998.0,3.0,24560.0,51000,1210.0,37443.0,72268.0,37775.0,39885.0,2,1391,0,8786,2040,,85000.0
1321155,1807,29,220,10920,2017.0,57,3415,1,157,0,1355.0,95.0,0,988.0,3.0,14110.0,25920,390.0,34483.0,74000.0,27901.0,31062.0,2,1391,0,9223,415,,84888.0
1299038,5807,85,696,146,2010.0,57,1432,1,31,0,1060.0,74.0,0,1490.0,2.0,12370.0,20699,952.0,7395.0,118000.0,11929.0,11929.0,2,1391,0,13807,5667,,22100.0
1326337,1045,8,486,12,2010.0,57,1365,6,10,0,1675.0,309.0,0,3999.0,5.0,25900.0,40714,5527.0,25934.0,84000.0,84522.0,84522.0,2,1391,0,15147,3228,,165000.0
1290954,1134,8,765,15179,2018.0,57,3133,8,185,0,1460.0,141.0,0,1998.0,1.0,18640.0,38600,1210.0,49576.0,113000.0,40395.0,48553.0,2,1391,0,10814,6228,,99800.0
1329329,3313,49,41,478,2016.0,57,2568,1,119,0,1324.0,88.0,0,1496.0,1.0,13600.0,53694,682.0,17730.0,112789.0,19450.0,14450.0,2,1391,0,12460,15810,,31999.0
1240817,3902,51,229,15533,2014.0,57,2198,2,180,0,1775.0,245.0,0,2996.0,2.0,56190.0,75289,2382.0,63669.0,79244.0,80913.0,117644.0,2,1391,0,13088,1277,,95000.0
1317744,2189,29,746,433,2017.0,57,2880,8,115,0,1280.0,112.0,4,1496.0,1.0,14420.0,33001,182.0,13385.0,58000.0,25717.0,5000.0,2,1391,0,13994,12593,,46800.0
1319213,4981,59,162,10384,2019.0,57,3695,7,119,0,1381.0,100.0,0,1598.0,1.0,12310.0,37900,1182.0,41321.0,84000.0,23143.0,24401.0,2,1391,0,3667,8765,,87000.0
1283392,4277,51,157,8876,2019.0,57,3600,8,187,0,2220.0,286.0,4,2999.0,2.0,38680.0,36000,2384.0,117859.0,74000.0,87545.0,129581.0,2,1391,0,6177,2164,,286888.0
1258306,6114,88,238,10681,2016.0,57,2850,3,119,0,1090.0,80.0,0,1496.0,3.0,14040.0,46489,682.0,19318.0,83000.0,17891.0,7891.0,2,1391,0,1833,11791,,46800.0
1305918,1966,29,350,12,2019.0,57,3538,4,119,0,1360.0,96.0,0,1496.0,1.0,16480.0,33009,682.0,37709.0,84000.0,24298.0,26018.0,2,1391,0,1280,9348,,103888.0
1316804,2268,31,298,12,2016.0,57,2519,3,185,0,1345.0,93.0,0,1591.0,3.0,13000.0,47300,738.0,17935.0,84000.0,17294.0,17294.0,2,1391,0,14301,15028,,31800.0
1329410,2870,44,436,1293,2017.0,57,2766,2,119,0,1620.0,180.0,0,1998.0,1.0,21520.0,50621,1210.0,40324.0,99000.0,38430.0,45802.0,2,1391,0,9317,5466,,77500.0
1319125,4213,51,380,14814,2020.0,57,4143,8,185,0,1555.0,120.0,0,1332.0,1.0,21890.0,92090,586.0,101419.0,29000.0,34278.0,39990.0,2,1391,0,11396,6364,,189777.0
1325013,2542,88,215,12,2009.0,57,904,3,39,0,1251.0,92.0,0,1591.0,3.0,10510.0,25727,1107.0,11700.0,140000.0,15109.0,15109.0,2,1391,0,2505,3281,,47800.0
1328699,1983,29,413,11429,2016.0,57,2480,8,119,0,1221.0,88.0,0,1497.0,2.0,12300.0,54301,684.0,21625.0,136339.0,23133.0,24387.0,2,1391,0,9572,16380,,30800.0
1329775,6633,88,748,19623,2019.0,57,3333,3,119,0,1085.0,79.0,0,1496.0,3.0,12900.0,25689,682.0,21474.0,66000.0,13936.0,13936.0,2,1391,0,11542,6130,,65800.0
1313788,2604,39,215,8533,2016.0,57,2805,3,119,0,1295.0,95.0,0,1591.0,1.0,13920.0,51600,738.0,24901.0,130000.0,17327.0,17327.0,2,1391,0,6986,8364,,47800.0
1313702,7060,92,644,10585,2009.0,57,1057,6,18,0,1285.0,118.0,0,1390.0,6.0,12300.0,27886,930.0,13607.0,84000.0,24528.0,24528.0,2,1391,0,13961,16510,,60000.0
1325957,746,8,68,6018,2016.0,57,2631,2,119,0,1540.0,135.0,0,1998.0,2.0,24760.0,55501,1210.0,36261.0,154000.0,38478.0,40870.0,2,1391,0,12873,2514,,72800.0
1289133,334,4,609,12,2021.0,57,3971,6,119,0,1795.0,331.0,0,2894.0,2.0,40070.0,62600,2262.0,132211.0,38000.0,79925.0,115865.0,2,1391,0,5756,2040,,348000.0
1325507,5650,83,347,9062,2017.0,57,2777,8,119,0,1591.0,110.0,0,1995.0,1.0,14230.0,53300,1208.0,22851.0,129000.0,14721.0,14721.0,2,1391,0,4531,13181,,44800.0
1328584,2785,43,595,1748,2017.0,57,3202,8,148,0,1752.0,177.0,0,1997.0,1.0,21990.0,32000,1210.0,55349.0,66645.0,48890.0,60446.0,2,1391,0,4780,16137,,119800.0
1302855,606,8,50,12,2010.0,57,1263,2,36,0,1390.0,100.0,0,1995.0,6.0,13550.0,33568,1691.0,20564.0,84000.0,28075.0,28075.0,2,1391,0,15046,15430,,83000.0
1307301,5866,87,511,6040,2022.0,57,4239,8,186,0,1909.0,220.0,2,1797.0,1.0,20430.0,113000,2205.0,130689.0,28000.0,68152.0,49674.0,2,1391,0,15542,16020,,193800.0
